t1_ph,t2_ph,phone,fname,dur_ph,Participant,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph
2.64,2.691,e,textgrids/dime/s05104.TextGrid,0.05099999999999971,s051,2.6,2.766,pero,False,False,p,r(
2.691,2.711,r(,textgrids/dime/s05104.TextGrid,0.020000000000000018,s051,2.6,2.766,pero,False,False,e,o
2.711,2.766,o,textgrids/dime/s05104.TextGrid,0.05500000000000016,s051,2.6,2.766,pero,False,True,r(,s
2.766,2.846,s,textgrids/dime/s05104.TextGrid,0.08000000000000007,s051,2.766,2.977,sin,True,False,o,i
2.846,2.918,i,textgrids/dime/s05104.TextGrid,0.07200000000000006,s051,2.766,2.977,sin,False,False,s,n
2.918,2.977,n,textgrids/dime/s05104.TextGrid,0.05899999999999972,s051,2.766,2.977,sin,False,True,i,k
2.977,3.055,k,textgrids/dime/s05104.TextGrid,0.07800000000000029,s051,2.977,3.403,cola,True,False,n,o
3.055,3.142,o,textgrids/dime/s05104.TextGrid,0.08699999999999974,s051,2.977,3.403,cola,False,False,k,l
3.142,3.229,l,textgrids/dime/s05104.TextGrid,0.08700000000000019,s051,2.977,3.403,cola,False,False,o,a
3.229,3.403,a,textgrids/dime/s05104.TextGrid,0.17399999999999993,s051,2.977,3.403,cola,False,True,l,.sil
3.403,3.56,.sil,textgrids/dime/s05104.TextGrid,0.15700000000000003,s051,3.403,3.56,.sil,True,True,a,
0.078,0.213,a,textgrids/dime/s05105.TextGrid,0.135,s051,0.078,0.213,a,True,True,,k
0.213,0.294,k,textgrids/dime/s05105.TextGrid,0.08099999999999999,s051,0.213,0.342,que_7,True,False,a,e
0.294,0.342,e,textgrids/dime/s05105.TextGrid,0.04800000000000004,s051,0.213,0.342,que_7,False,True,k,t
0.342,0.433,t,textgrids/dime/s05105.TextGrid,0.09099999999999997,s051,0.342,0.62,tipo,True,False,e,i
0.433,0.487,i,textgrids/dime/s05105.TextGrid,0.05399999999999999,s051,0.342,0.62,tipo,False,False,t,p
0.487,0.565,p,textgrids/dime/s05105.TextGrid,0.07799999999999996,s051,0.342,0.62,tipo,False,False,i,o
0.565,0.62,o,textgrids/dime/s05105.TextGrid,0.05500000000000005,s051,0.342,0.62,tipo,False,True,p,d
0.62,0.657,d,textgrids/dime/s05105.TextGrid,0.03700000000000003,s051,0.62,0.685,de,True,False,o,e
0.657,0.685,e,textgrids/dime/s05105.TextGrid,0.028000000000000025,s051,0.62,0.685,de,False,True,d,a
0.685,0.725,a,textgrids/dime/s05105.TextGrid,0.039999999999999925,s051,0.685,1.242,actividades,True,False,e,k
0.725,0.77,k,textgrids/dime/s05105.TextGrid,0.04500000000000004,s051,0.685,1.242,actividades,False,False,a,t
0.77,0.85,t,textgrids/dime/s05105.TextGrid,0.07999999999999996,s051,0.685,1.242,actividades,False,False,k,i
0.85,0.893,i,textgrids/dime/s05105.TextGrid,0.04300000000000004,s051,0.685,1.242,actividades,False,False,t,b
0.893,0.925,b,textgrids/dime/s05105.TextGrid,0.03200000000000003,s051,0.685,1.242,actividades,False,False,i,i
0.925,0.962,i,textgrids/dime/s05105.TextGrid,0.03699999999999992,s051,0.685,1.242,actividades,False,False,b,d
0.962,1.001,d,textgrids/dime/s05105.TextGrid,0.038999999999999924,s051,0.685,1.242,actividades,False,False,i,a
1.001,1.07,a,textgrids/dime/s05105.TextGrid,0.06900000000000017,s051,0.685,1.242,actividades,False,False,d,d
1.07,1.111,d,textgrids/dime/s05105.TextGrid,0.040999999999999925,s051,0.685,1.242,actividades,False,False,a,e
1.111,1.177,e,textgrids/dime/s05105.TextGrid,0.06600000000000006,s051,0.685,1.242,actividades,False,False,d,s
1.177,1.242,s,textgrids/dime/s05105.TextGrid,0.06499999999999995,s051,0.685,1.242,actividades,False,True,e,t
1.242,1.31,t,textgrids/dime/s05105.TextGrid,0.06800000000000006,s051,1.242,1.377,te,True,False,s,e
1.31,1.377,e,textgrids/dime/s05105.TextGrid,0.06699999999999995,s051,1.242,1.377,te,False,True,t,g
1.377,1.435,g,textgrids/dime/s05105.TextGrid,0.05800000000000005,s051,1.377,1.739,gustari_7a,True,False,e,u
1.435,1.478,u,textgrids/dime/s05105.TextGrid,0.04299999999999993,s051,1.377,1.739,gustari_7a,False,False,g,s
1.478,1.523,s,textgrids/dime/s05105.TextGrid,0.04499999999999993,s051,1.377,1.739,gustari_7a,False,False,u,t
1.523,1.586,t,textgrids/dime/s05105.TextGrid,0.06300000000000017,s051,1.377,1.739,gustari_7a,False,False,s,a
1.586,1.654,a,textgrids/dime/s05105.TextGrid,0.06799999999999984,s051,1.377,1.739,gustari_7a,False,False,t,r(
1.654,1.69,r(,textgrids/dime/s05105.TextGrid,0.03600000000000003,s051,1.377,1.739,gustari_7a,False,False,a,i
1.69,1.739,i,textgrids/dime/s05105.TextGrid,0.049000000000000155,s051,1.377,1.739,gustari_7a,False,True,r(,a
1.739,1.803,a,textgrids/dime/s05105.TextGrid,0.06399999999999983,s051,1.739,2.191,asistir,True,False,i,s
1.803,1.878,s,textgrids/dime/s05105.TextGrid,0.07499999999999996,s051,1.739,2.191,asistir,False,False,a,i
1.878,1.949,i,textgrids/dime/s05105.TextGrid,0.07100000000000017,s051,1.739,2.191,asistir,False,False,s,.0
1.949,2.0,.0,textgrids/dime/s05105.TextGrid,0.050999999999999934,s051,1.739,2.191,asistir,False,False,i,
2.092,2.17,i,textgrids/dime/s05105.TextGrid,0.07799999999999985,s051,1.739,2.191,asistir,False,False,,r(
2.17,2.191,r(,textgrids/dime/s05105.TextGrid,0.020999999999999908,s051,1.739,2.191,asistir,False,True,i,a
2.191,2.273,a,textgrids/dime/s05105.TextGrid,0.0820000000000003,s051,2.191,2.323,al,True,False,r(,l
2.273,2.323,l,textgrids/dime/s05105.TextGrid,0.04999999999999982,s051,2.191,2.323,al,False,True,a,i
2.323,2.388,i,textgrids/dime/s05105.TextGrid,0.06499999999999995,s051,2.323,2.896,iteso,True,False,l,t
2.388,2.511,t,textgrids/dime/s05105.TextGrid,0.12300000000000022,s051,2.323,2.896,iteso,False,False,i,e
2.511,2.606,e,textgrids/dime/s05105.TextGrid,0.09499999999999975,s051,2.323,2.896,iteso,False,False,t,s
2.606,2.709,s,textgrids/dime/s05105.TextGrid,0.1030000000000002,s051,2.323,2.896,iteso,False,False,e,o
2.709,2.896,o,textgrids/dime/s05105.TextGrid,0.18699999999999983,s051,2.323,2.896,iteso,False,True,s,.sil
2.896,2.957,.sil,textgrids/dime/s05105.TextGrid,0.06099999999999994,s051,2.896,2.957,.sil,True,True,o,
0.127,0.209,e,textgrids/dime/s05106.TextGrid,0.08199999999999999,s051,0.127,0.532,estamos,True,False,,s
0.209,0.25,s,textgrids/dime/s05106.TextGrid,0.04100000000000001,s051,0.127,0.532,estamos,False,False,e,t
0.25,0.312,t,textgrids/dime/s05106.TextGrid,0.062,s051,0.127,0.532,estamos,False,False,s,a
0.312,0.372,a,textgrids/dime/s05106.TextGrid,0.06,s051,0.127,0.532,estamos,False,False,t,m
0.372,0.437,m,textgrids/dime/s05106.TextGrid,0.065,s051,0.127,0.532,estamos,False,False,a,o
0.437,0.482,o,textgrids/dime/s05106.TextGrid,0.044999999999999984,s051,0.127,0.532,estamos,False,False,m,s
0.482,0.532,s,textgrids/dime/s05106.TextGrid,0.050000000000000044,s051,0.127,0.532,estamos,False,True,o,p
0.532,0.6,p,textgrids/dime/s05106.TextGrid,0.06799999999999995,s051,0.532,1.0,.0,True,False,s,e
0.6,0.653,e,textgrids/dime/s05106.TextGrid,0.05300000000000005,s051,0.532,1.0,.0,False,False,p,n
0.653,0.699,n,textgrids/dime/s05106.TextGrid,0.04599999999999993,s051,0.532,1.0,.0,False,False,e,s
0.699,0.756,s,textgrids/dime/s05106.TextGrid,0.05700000000000005,s051,0.532,1.0,.0,False,False,n,a
0.756,0.859,a,textgrids/dime/s05106.TextGrid,0.10299999999999998,s051,0.532,1.0,.0,False,False,s,n
0.859,0.926,n,textgrids/dime/s05106.TextGrid,0.06700000000000006,s051,0.532,1.0,.0,False,False,a,d
0.926,0.957,d,textgrids/dime/s05106.TextGrid,0.030999999999999917,s051,0.532,1.0,.0,False,False,n,.0
0.957,1.0,.0,textgrids/dime/s05106.TextGrid,0.04300000000000004,s051,0.532,1.0,.0,False,True,d,
1.069,1.112,r(,textgrids/dime/s05106.TextGrid,0.04300000000000015,s051,1.0,1.112,,False,True,,p
1.112,1.189,p,textgrids/dime/s05106.TextGrid,0.07699999999999996,s051,1.112,1.28,por,True,False,r(,o
1.189,1.25,o,textgrids/dime/s05106.TextGrid,0.06099999999999994,s051,1.112,1.28,por,False,False,p,r(
1.25,1.28,r(,textgrids/dime/s05106.TextGrid,0.030000000000000027,s051,1.112,1.28,por,False,True,o,a
1.28,1.415,a,textgrids/dime/s05106.TextGrid,0.135,s051,1.28,1.537,alla,True,False,r(,Z
1.415,1.459,Z,textgrids/dime/s05106.TextGrid,0.04400000000000004,s051,1.28,1.537,alla,False,False,a,a
1.459,1.537,a,textgrids/dime/s05106.TextGrid,0.07799999999999985,s051,1.28,1.537,alla,False,True,Z,i
1.537,1.627,i,textgrids/dime/s05106.TextGrid,0.09000000000000008,s051,1.537,1.627,y,True,True,a,d
1.627,1.659,d,textgrids/dime/s05106.TextGrid,0.03200000000000003,s051,1.627,1.774,dar,True,False,i,a
1.659,1.745,a,textgrids/dime/s05106.TextGrid,0.08600000000000008,s051,1.627,1.774,dar,False,False,d,r(
1.745,1.774,r(,textgrids/dime/s05106.TextGrid,0.028999999999999915,s051,1.627,1.774,dar,False,True,a,u
1.774,1.836,u,textgrids/dime/s05106.TextGrid,0.062000000000000055,s051,1.774,2.027,unas,True,False,r(,n
1.836,1.895,n,textgrids/dime/s05106.TextGrid,0.05899999999999994,s051,1.774,2.027,unas,False,False,u,a
1.895,1.969,a,textgrids/dime/s05106.TextGrid,0.07400000000000007,s051,1.774,2.027,unas,False,False,n,s
1.969,2.027,s,textgrids/dime/s05106.TextGrid,0.05800000000000005,s051,1.774,2.027,unas,False,True,a,k
2.027,2.101,k,textgrids/dime/s05106.TextGrid,0.07399999999999984,s051,2.027,2.358,cuantas,True,False,s,u
2.101,2.119,u,textgrids/dime/s05106.TextGrid,0.018000000000000238,s051,2.027,2.358,cuantas,False,False,k,a
2.119,2.166,a,textgrids/dime/s05106.TextGrid,0.04699999999999971,s051,2.027,2.358,cuantas,False,False,u,n
2.166,2.227,n,textgrids/dime/s05106.TextGrid,0.06099999999999994,s051,2.027,2.358,cuantas,False,False,a,t
2.227,2.27,t,textgrids/dime/s05106.TextGrid,0.04300000000000015,s051,2.027,2.358,cuantas,False,False,n,a
2.27,2.322,a,textgrids/dime/s05106.TextGrid,0.052000000000000046,s051,2.027,2.358,cuantas,False,False,t,s
2.322,2.358,s,textgrids/dime/s05106.TextGrid,0.03600000000000003,s051,2.027,2.358,cuantas,False,True,a,t
2.358,2.429,t,textgrids/dime/s05106.TextGrid,0.07099999999999973,s051,2.358,2.947,tocadas,True,False,s,o
2.429,2.465,o,textgrids/dime/s05106.TextGrid,0.03600000000000003,s051,2.358,2.947,tocadas,False,False,t,k
2.465,2.57,k,textgrids/dime/s05106.TextGrid,0.10499999999999998,s051,2.358,2.947,tocadas,False,False,o,a
2.57,2.657,a,textgrids/dime/s05106.TextGrid,0.08700000000000019,s051,2.358,2.947,tocadas,False,False,k,d
2.657,2.705,d,textgrids/dime/s05106.TextGrid,0.04800000000000004,s051,2.358,2.947,tocadas,False,False,a,a
2.705,2.8,a,textgrids/dime/s05106.TextGrid,0.09499999999999975,s051,2.358,2.947,tocadas,False,False,d,s
2.8,2.947,s,textgrids/dime/s05106.TextGrid,0.14700000000000024,s051,2.358,2.947,tocadas,False,True,a,.bn
2.947,3.113,.bn,textgrids/dime/s05106.TextGrid,0.16599999999999993,s051,2.947,3.113,.bn,True,True,s,
0.065,0.163,a,textgrids/dime/s05107.TextGrid,0.098,s051,0.065,0.329,asi_7,True,False,,s
0.163,0.278,s,textgrids/dime/s05107.TextGrid,0.11500000000000002,s051,0.065,0.329,asi_7,False,False,a,i
0.278,0.329,i,textgrids/dime/s05107.TextGrid,0.05099999999999999,s051,0.065,0.329,asi_7,False,True,s,o
0.329,0.423,o,textgrids/dime/s05107.TextGrid,0.09399999999999997,s051,0.329,0.675,ocurre,True,False,i,k
0.423,0.485,k,textgrids/dime/s05107.TextGrid,0.062,s051,0.329,0.675,ocurre,False,False,o,u
0.485,0.569,u,textgrids/dime/s05107.TextGrid,0.08399999999999996,s051,0.329,0.675,ocurre,False,False,k,r
0.569,0.621,r,textgrids/dime/s05107.TextGrid,0.052000000000000046,s051,0.329,0.675,ocurre,False,False,u,e
0.621,0.675,e,textgrids/dime/s05107.TextGrid,0.05400000000000005,s051,0.329,0.675,ocurre,False,True,r,e
0.675,0.711,e,textgrids/dime/s05107.TextGrid,0.03599999999999992,s051,0.675,0.74,en,True,False,e,n
0.711,0.74,n,textgrids/dime/s05107.TextGrid,0.029000000000000026,s051,0.675,0.74,en,False,True,e,l
0.74,0.783,l,textgrids/dime/s05107.TextGrid,0.04300000000000004,s051,0.74,0.875,la,True,False,n,a
0.783,0.875,a,textgrids/dime/s05107.TextGrid,0.09199999999999997,s051,0.74,0.875,la,False,True,l,k
0.875,0.949,k,textgrids/dime/s05107.TextGrid,0.07399999999999995,s051,0.875,1.18,calle,True,False,a,a
0.949,1.046,a,textgrids/dime/s05107.TextGrid,0.09700000000000009,s051,0.875,1.18,calle,False,False,k,Z
1.046,1.124,Z,textgrids/dime/s05107.TextGrid,0.07800000000000007,s051,0.875,1.18,calle,False,False,a,e
1.124,1.18,e,textgrids/dime/s05107.TextGrid,0.05599999999999983,s051,0.875,1.18,calle,False,True,Z,k
1.18,1.274,k,textgrids/dime/s05107.TextGrid,0.09400000000000008,s051,1.18,1.555,claudio,True,False,e,l
1.274,1.314,l,textgrids/dime/s05107.TextGrid,0.040000000000000036,s051,1.18,1.555,claudio,False,False,k,a
1.314,1.39,a,textgrids/dime/s05107.TextGrid,0.07599999999999985,s051,1.18,1.555,claudio,False,False,l,u
1.39,1.427,u,textgrids/dime/s05107.TextGrid,0.037000000000000144,s051,1.18,1.555,claudio,False,False,a,d
1.427,1.481,d,textgrids/dime/s05107.TextGrid,0.05400000000000005,s051,1.18,1.555,claudio,False,False,u,i
1.481,1.516,i,textgrids/dime/s05107.TextGrid,0.03499999999999992,s051,1.18,1.555,claudio,False,False,d,o
1.516,1.555,o,textgrids/dime/s05107.TextGrid,0.038999999999999924,s051,1.18,1.555,claudio,False,True,i,k
1.555,1.652,k,textgrids/dime/s05107.TextGrid,0.09699999999999998,s051,1.555,1.955,coello,True,False,o,o
1.652,1.72,o,textgrids/dime/s05107.TextGrid,0.06800000000000006,s051,1.555,1.955,coello,False,False,k,e
1.72,1.824,e,textgrids/dime/s05107.TextGrid,0.10400000000000009,s051,1.555,1.955,coello,False,False,o,Z
1.824,1.894,Z,textgrids/dime/s05107.TextGrid,0.06999999999999984,s051,1.555,1.955,coello,False,False,e,o
1.894,1.955,o,textgrids/dime/s05107.TextGrid,0.061000000000000165,s051,1.555,1.955,coello,False,True,Z,d
1.955,2.007,d,textgrids/dime/s05107.TextGrid,0.052000000000000046,s051,1.955,2.118,del,True,False,o,e
2.007,2.059,e,textgrids/dime/s05107.TextGrid,0.052000000000000046,s051,1.955,2.118,del,False,False,d,l
2.059,2.118,l,textgrids/dime/s05107.TextGrid,0.05899999999999972,s051,1.955,2.118,del,False,True,e,b
2.118,2.161,b,textgrids/dime/s05107.TextGrid,0.04300000000000015,s051,2.118,2.389,barrio,True,False,l,a
2.161,2.251,a,textgrids/dime/s05107.TextGrid,0.08999999999999986,s051,2.118,2.389,barrio,False,False,b,r(
2.251,2.314,r(,textgrids/dime/s05107.TextGrid,0.06300000000000017,s051,2.118,2.389,barrio,False,False,a,i
2.314,2.389,i,textgrids/dime/s05107.TextGrid,0.07499999999999973,s051,2.118,2.389,barrio,False,True,r(,d
2.389,2.447,d,textgrids/dime/s05107.TextGrid,0.058000000000000274,s051,2.389,2.491,de,True,False,i,e
2.447,2.491,e,textgrids/dime/s05107.TextGrid,0.04400000000000004,s051,2.389,2.491,de,False,True,d,s
2.491,2.587,s,textgrids/dime/s05107.TextGrid,0.09600000000000009,s051,2.491,3.179,salamanca,True,False,e,a
2.587,2.643,a,textgrids/dime/s05107.TextGrid,0.055999999999999606,s051,2.491,3.179,salamanca,False,False,s,l
2.643,2.7,l,textgrids/dime/s05107.TextGrid,0.057000000000000384,s051,2.491,3.179,salamanca,False,False,a,a
2.7,2.75,a,textgrids/dime/s05107.TextGrid,0.04999999999999982,s051,2.491,3.179,salamanca,False,False,l,m
2.75,2.822,m,textgrids/dime/s05107.TextGrid,0.07200000000000006,s051,2.491,3.179,salamanca,False,False,a,a
2.822,2.917,a,textgrids/dime/s05107.TextGrid,0.09499999999999975,s051,2.491,3.179,salamanca,False,False,m,n
2.917,2.965,n,textgrids/dime/s05107.TextGrid,0.04800000000000004,s051,2.491,3.179,salamanca,False,False,a,k
2.965,3.036,k,textgrids/dime/s05107.TextGrid,0.07100000000000017,s051,2.491,3.179,salamanca,False,False,n,a
3.036,3.179,a,textgrids/dime/s05107.TextGrid,0.1429999999999998,s051,2.491,3.179,salamanca,False,True,k,.bn
3.179,3.336,.bn,textgrids/dime/s05107.TextGrid,0.15700000000000003,s051,3.179,3.336,.bn,True,True,a,u
3.336,3.391,u,textgrids/dime/s05107.TextGrid,0.05500000000000016,s051,3.336,3.683,u_7ltima,True,False,.bn,l
3.391,3.442,l,textgrids/dime/s05107.TextGrid,0.051000000000000156,s051,3.336,3.683,u_7ltima,False,False,u,t
3.442,3.51,t,textgrids/dime/s05107.TextGrid,0.06799999999999962,s051,3.336,3.683,u_7ltima,False,False,l,i
3.51,3.553,i,textgrids/dime/s05107.TextGrid,0.04300000000000015,s051,3.336,3.683,u_7ltima,False,False,t,m
3.553,3.611,m,textgrids/dime/s05107.TextGrid,0.058000000000000274,s051,3.336,3.683,u_7ltima,False,False,i,a
3.611,3.683,a,textgrids/dime/s05107.TextGrid,0.07199999999999962,s051,3.336,3.683,u_7ltima,False,True,m,m
3.683,3.756,m,textgrids/dime/s05107.TextGrid,0.07299999999999995,s051,3.683,4.044,morada,True,False,a,o
3.756,3.816,o,textgrids/dime/s05107.TextGrid,0.06000000000000005,s051,3.683,4.044,morada,False,False,m,r(
3.816,3.854,r(,textgrids/dime/s05107.TextGrid,0.038000000000000256,s051,3.683,4.044,morada,False,False,o,a
3.854,3.921,a,textgrids/dime/s05107.TextGrid,0.06699999999999973,s051,3.683,4.044,morada,False,False,r(,d
3.921,3.96,d,textgrids/dime/s05107.TextGrid,0.039000000000000146,s051,3.683,4.044,morada,False,False,a,a
3.96,4.044,a,textgrids/dime/s05107.TextGrid,0.08399999999999963,s051,3.683,4.044,morada,False,True,d,d
4.044,4.084,d,textgrids/dime/s05107.TextGrid,0.040000000000000036,s051,4.044,4.141,de,True,False,a,e
4.084,4.141,e,textgrids/dime/s05107.TextGrid,0.057000000000000384,s051,4.044,4.141,de,False,True,d,b
4.141,4.212,b,textgrids/dime/s05107.TextGrid,0.07099999999999973,s051,4.141,4.596,be_7quer,True,False,e,e
4.212,4.282,e,textgrids/dime/s05107.TextGrid,0.07000000000000028,s051,4.141,4.596,be_7quer,False,False,b,k
4.282,4.42,k,textgrids/dime/s05107.TextGrid,0.1379999999999999,s051,4.141,4.596,be_7quer,False,False,e,e
4.42,4.489,e,textgrids/dime/s05107.TextGrid,0.06899999999999995,s051,4.141,4.596,be_7quer,False,False,k,r(
4.489,4.596,r(,textgrids/dime/s05107.TextGrid,0.1070000000000002,s051,4.141,4.596,be_7quer,False,True,e,.sil
4.596,4.679,.sil,textgrids/dime/s05107.TextGrid,0.08300000000000018,s051,4.596,4.679,.sil,True,True,r(,
0.049,0.138,p,textgrids/dime/s05108.TextGrid,0.08900000000000001,s051,0.049,0.479,profundo,True,False,,r(
0.138,0.179,r(,textgrids/dime/s05108.TextGrid,0.04099999999999998,s051,0.049,0.479,profundo,False,False,p,o
0.179,0.245,o,textgrids/dime/s05108.TextGrid,0.066,s051,0.049,0.479,profundo,False,False,r(,f
0.245,0.328,f,textgrids/dime/s05108.TextGrid,0.08300000000000002,s051,0.049,0.479,profundo,False,False,o,u
0.328,0.392,u,textgrids/dime/s05108.TextGrid,0.064,s051,0.049,0.479,profundo,False,False,f,n
0.392,0.461,n,textgrids/dime/s05108.TextGrid,0.069,s051,0.049,0.479,profundo,False,False,u,d
0.461,0.479,d,textgrids/dime/s05108.TextGrid,0.01799999999999996,s051,0.049,0.479,profundo,False,True,n,i
0.479,0.552,i,textgrids/dime/s05108.TextGrid,0.07300000000000006,s051,0.479,0.891,intere_7s,True,False,d,n
0.552,0.625,n,textgrids/dime/s05108.TextGrid,0.07299999999999995,s051,0.479,0.891,intere_7s,False,False,i,t
0.625,0.664,t,textgrids/dime/s05108.TextGrid,0.039000000000000035,s051,0.479,0.891,intere_7s,False,False,n,e
0.664,0.714,e,textgrids/dime/s05108.TextGrid,0.04999999999999993,s051,0.479,0.891,intere_7s,False,False,t,r(
0.714,0.745,r(,textgrids/dime/s05108.TextGrid,0.031000000000000028,s051,0.479,0.891,intere_7s,False,False,e,e
0.745,0.844,e,textgrids/dime/s05108.TextGrid,0.09899999999999998,s051,0.479,0.891,intere_7s,False,False,r(,s
0.844,0.891,s,textgrids/dime/s05108.TextGrid,0.04700000000000004,s051,0.479,0.891,intere_7s,False,True,e,p
0.891,0.985,p,textgrids/dime/s05108.TextGrid,0.09399999999999997,s051,0.891,1.052,por,True,False,s,o
0.985,1.026,o,textgrids/dime/s05108.TextGrid,0.041000000000000036,s051,0.891,1.052,por,False,False,p,r(
1.026,1.052,r(,textgrids/dime/s05108.TextGrid,0.026000000000000023,s051,0.891,1.052,por,False,True,o,l
1.052,1.112,l,textgrids/dime/s05108.TextGrid,0.06000000000000005,s051,1.052,1.178,la,True,False,r(,a
1.112,1.178,a,textgrids/dime/s05108.TextGrid,0.06599999999999984,s051,1.052,1.178,la,False,True,l,r
1.178,1.276,r,textgrids/dime/s05108.TextGrid,0.09800000000000009,s051,1.178,1.604,recta,True,False,a,e
1.276,1.354,e,textgrids/dime/s05108.TextGrid,0.07800000000000007,s051,1.178,1.604,recta,False,False,r,k
1.354,1.423,k,textgrids/dime/s05108.TextGrid,0.06899999999999995,s051,1.178,1.604,recta,False,False,e,t
1.423,1.512,t,textgrids/dime/s05108.TextGrid,0.08899999999999997,s051,1.178,1.604,recta,False,False,k,a
1.512,1.604,a,textgrids/dime/s05108.TextGrid,0.09200000000000008,s051,1.178,1.604,recta,False,True,t,i
1.604,1.696,i,textgrids/dime/s05108.TextGrid,0.09199999999999986,s051,1.604,1.696,y,True,True,a,e
1.696,1.758,e,textgrids/dime/s05108.TextGrid,0.062000000000000055,s051,1.696,2.183,expedita,True,False,i,k
1.758,1.831,k,textgrids/dime/s05108.TextGrid,0.07299999999999995,s051,1.696,2.183,expedita,False,False,e,s
1.831,1.865,s,textgrids/dime/s05108.TextGrid,0.03400000000000003,s051,1.696,2.183,expedita,False,False,k,p
1.865,1.957,p,textgrids/dime/s05108.TextGrid,0.09200000000000008,s051,1.696,2.183,expedita,False,False,s,e
1.957,2.011,e,textgrids/dime/s05108.TextGrid,0.05400000000000005,s051,1.696,2.183,expedita,False,False,p,d
2.011,2.043,d,textgrids/dime/s05108.TextGrid,0.03200000000000003,s051,1.696,2.183,expedita,False,False,e,i
2.043,2.12,i,textgrids/dime/s05108.TextGrid,0.07699999999999996,s051,1.696,2.183,expedita,False,False,d,t
2.12,2.183,t,textgrids/dime/s05108.TextGrid,0.06299999999999972,s051,1.696,2.183,expedita,False,True,i,a
2.183,2.262,a,textgrids/dime/s05108.TextGrid,0.07900000000000018,s051,2.183,2.963,administracio_7n,True,False,t,d
2.262,2.33,d,textgrids/dime/s05108.TextGrid,0.06800000000000006,s051,2.183,2.963,administracio_7n,False,False,a,m
2.33,2.357,m,textgrids/dime/s05108.TextGrid,0.027000000000000135,s051,2.183,2.963,administracio_7n,False,False,d,i
2.357,2.381,i,textgrids/dime/s05108.TextGrid,0.023999999999999577,s051,2.183,2.963,administracio_7n,False,False,m,n
2.381,2.428,n,textgrids/dime/s05108.TextGrid,0.04700000000000015,s051,2.183,2.963,administracio_7n,False,False,i,i
2.428,2.499,i,textgrids/dime/s05108.TextGrid,0.07100000000000017,s051,2.183,2.963,administracio_7n,False,False,n,s
2.499,2.55,s,textgrids/dime/s05108.TextGrid,0.05099999999999971,s051,2.183,2.963,administracio_7n,False,False,i,t
2.55,2.629,t,textgrids/dime/s05108.TextGrid,0.07900000000000018,s051,2.183,2.963,administracio_7n,False,False,s,r(
2.629,2.657,r(,textgrids/dime/s05108.TextGrid,0.028000000000000025,s051,2.183,2.963,administracio_7n,False,False,t,a
2.657,2.713,a,textgrids/dime/s05108.TextGrid,0.05600000000000005,s051,2.183,2.963,administracio_7n,False,False,r(,s
2.713,2.814,s,textgrids/dime/s05108.TextGrid,0.10099999999999998,s051,2.183,2.963,administracio_7n,False,False,a,i
2.814,2.85,i,textgrids/dime/s05108.TextGrid,0.03600000000000003,s051,2.183,2.963,administracio_7n,False,False,s,o
2.85,2.892,o,textgrids/dime/s05108.TextGrid,0.041999999999999815,s051,2.183,2.963,administracio_7n,False,False,i,n
2.892,2.963,n,textgrids/dime/s05108.TextGrid,0.07100000000000017,s051,2.183,2.963,administracio_7n,False,True,o,d
2.963,2.98,d,textgrids/dime/s05108.TextGrid,0.016999999999999904,s051,2.963,3.014,de,True,False,n,e
2.98,3.014,e,textgrids/dime/s05108.TextGrid,0.03399999999999981,s051,2.963,3.014,de,False,True,d,l
3.014,3.058,l,textgrids/dime/s05108.TextGrid,0.04400000000000004,s051,3.014,3.109,la,True,False,e,a
3.058,3.109,a,textgrids/dime/s05108.TextGrid,0.051000000000000156,s051,3.014,3.109,la,False,True,l,x
3.109,3.206,x,textgrids/dime/s05108.TextGrid,0.09699999999999998,s051,3.109,3.737,justicia,True,False,a,u
3.206,3.254,u,textgrids/dime/s05108.TextGrid,0.04800000000000004,s051,3.109,3.737,justicia,False,False,x,s
3.254,3.317,s,textgrids/dime/s05108.TextGrid,0.06300000000000017,s051,3.109,3.737,justicia,False,False,u,t
3.317,3.408,t,textgrids/dime/s05108.TextGrid,0.09099999999999975,s051,3.109,3.737,justicia,False,False,s,i
3.408,3.493,i,textgrids/dime/s05108.TextGrid,0.08499999999999996,s051,3.109,3.737,justicia,False,False,t,s
3.493,3.608,s,textgrids/dime/s05108.TextGrid,0.11500000000000021,s051,3.109,3.737,justicia,False,False,i,i
3.608,3.653,i,textgrids/dime/s05108.TextGrid,0.04499999999999993,s051,3.109,3.737,justicia,False,False,s,a
3.653,3.737,a,textgrids/dime/s05108.TextGrid,0.08400000000000007,s051,3.109,3.737,justicia,False,True,i,.sil
3.737,3.821,.sil,textgrids/dime/s05108.TextGrid,0.08400000000000007,s051,3.737,3.821,.sil,True,True,a,
0.078,0.148,u,textgrids/dime/s05109.TextGrid,0.06999999999999999,s051,0.078,0.254,una,True,False,,n
0.148,0.209,n,textgrids/dime/s05109.TextGrid,0.061,s051,0.078,0.254,una,False,False,u,a
0.209,0.254,a,textgrids/dime/s05109.TextGrid,0.04500000000000001,s051,0.078,0.254,una,False,True,n,i
0.254,0.301,i,textgrids/dime/s05109.TextGrid,0.046999999999999986,s051,0.254,0.891,invitacio_7n,True,False,a,m
0.301,0.363,m,textgrids/dime/s05109.TextGrid,0.062,s051,0.254,0.891,invitacio_7n,False,False,i,b
